,height,hem,hip,outer_leg,waist,thigh
579,158.4,30.55,40.75,49.7,28.6,23.0
580,163.6,35.85,50.35,50.1,43.6,28.35
581,155.9,33.35,46.2,49.1,40.4,28.5
582,168.6,32.5,44.0,52.65,33.4,25.75
583,153.7,31.85,44.35,47.15,37.55,25.95
584,160.1,33.25,46.4,49.25,39.4,26.9
585,161.2,34.2,47.25,50.05,37.9,27.9
587,158.1,32.65,44.2,49.75,34.5,26.665
589,152.8,36.55,50.2,48.7,40.25,31.55
590,164.5,34.1,47.0,51.75,36.2,29.9
591,167.0,38.2,52.55,52.35,39.05,31.7
592,159.0,32.1,44.95,49.35,37.5,27.05
593,158.5,34.2,45.25,49.8,35.9,27.9
594,164.3,33.55,45.4,52.7,34.9,29.1
595,156.2,31.9,44.35,47.5,33.95,26.4
596,160.0,31.15,41.85,49.15,30.05,24.2
597,163.0,36.05,49.5,49.15,40.15,28.95
598,157.4,31.55,44.5,49.15,37.7,26.8
599,156.8,33.25,42.2,48.45,33.2,24.75
600,156.9,33.1,46.1,48.15,35.1,28.9
601,164.3,33.15,43.7,51.0,31.1,25.3
602,165.1,33.55,46.3,51.65,36.6,28.65
603,162.1,32.8,45.95,50.55,36.75,28.35
604,166.5,35.7,47.25,52.3,37.1,28.35
605,155.4,34.75,48.3,48.45,38.8,27.7
606,157.1,35.25,50.05,48.35,42.4,32.9
607,164.2,35.0,49.2,52.25,34.65,29.55
608,171.3,35.95,50.0,52.75,38.8,29.85
609,161.9,32.5,44.9,49.65,36.45,26.75
610,162.5,30.85,40.75,50.9,31.7,23.8
611,156.5,31.45,43.65,48.1,32.9,26.35
612,162.5,37.05,47.7,51.1,35.45,29.15
613,161.3,33.85,46.65,51.75,37.2,26.85
614,170.0,34.85,50.55,53.1,37.35,30.95
615,161.1,33.5,45.5,50.25,36.75,25.9
616,156.0,32.0,42.5,49.3,31.95,26.35
617,167.3,34.0,47.15,50.95,39.8,28.5
618,162.9,35.0,45.95,50.5,37.4,28.25
619,155.6,32.0,42.0,48.4,34.35,24.15
620,163.8,37.9,54.4,51.9,42.25,33.55
621,164.3,31.35,42.85,51.2,32.1,25.15
622,165.6,34.25,47.1,52.9,36.4,27.5
623,165.5,33.15,44.45,52.15,35.9,25.75
624,159.6,35.15,48.35,49.75,37.4,30.6
625,160.7,34.55,47.4,50.85,42.25,28.2
626,164.0,30.4,40.55,51.0,29.2,22.7
627,153.5,31.4,45.4,47.15,37.8,26.1
628,155.3,31.8,44.7,47.85,34.6,26.85
629,167.0,36.15,51.25,52.95,37.0,30.05
630,163.1,34.65,49.0,50.9,37.35,29.75
631,164.4,32.25,47.3,50.6,34.9,27.25
632,163.9,32.25,46.0,51.75,36.25,27.55
634,162.5,31.65,46.1,49.95,32.9,26.1
635,163.3,32.8,43.95,50.9,33.0,25.1
636,158.9,30.4,44.4,49.6,35.75,26.3
637,164.1,31.0,44.25,51.1,32.75,26.3
638,157.4,32.3,46.05,49.3,38.0,29.0
639,166.0,35.1,51.05,51.8,41.55,30.4
642,159.8,34.3,49.1,51.1,38.05,29.75
643,154.7,29.25,42.25,48.15,33.65,23.95
644,155.8,33.25,48.6,48.25,39.65,29.25
645,165.1,35.05,48.1,50.85,39.65,31.7
646,169.0,33.35,46.2,53.6,36.5,29.15
647,159.4,34.3,51.3,50.2,39.35,32.2
648,156.3,30.5,41.95,47.35,32.9,24.1
649,165.1,33.8,47.0,51.0,37.25,27.4
650,163.0,38.0,52.85,50.35,48.85,33.3
651,161.4,31.4,45.7,50.5,35.25,27.05
652,160.9,34.6,49.35,49.6,38.8,30.9
653,161.4,32.45,45.4,50.5,35.75,27.1
654,160.6,33.25,48.35,50.65,39.25,28.8
655,153.1,31.1,43.75,47.05,36.25,25.9
656,162.4,34.25,45.65,51.55,36.0,28.05
657,165.1,35.6,49.5,50.25,40.1,28.85
658,162.8,32.55,44.4,51.1,35.25,26.5
659,167.6,35.0,46.7,51.55,38.35,26.55
660,157.9,35.0,49.95,48.6,41.2,32.0
661,167.8,36.15,51.2,52.2,40.4,31.0
662,165.5,35.7,47.55,51.5,36.15,27.1
663,170.0,36.1,49.45,53.25,38.0,30.15
664,157.1,30.05,43.5,50.25,30.85,25.55
665,170.8,36.85,48.85,53.7,35.1,30.05
666,152.7,32.5,48.95,47.85,41.85,29.05
667,159.2,30.8,45.0,48.8,35.45,26.55
668,163.4,33.4,44.85,51.25,34.3,26.25
669,152.5,32.2,45.1,46.6,32.8,27.0
670,167.4,34.75,49.3,52.25,43.25,29.05
671,158.1,32.5,41.9,48.5,29.75,23.65
672,154.6,29.75,42.95,48.1,33.5,25.25
673,167.9,34.55,47.35,53.1,35.05,27.95
674,172.5,35.45,53.0,54.15,41.4,31.7
675,163.0,34.8,47.6,51.05,43.35,28.2
676,165.3,34.65,50.5,51.6,40.9,31.05
677,168.5,34.05,47.0,52.6,35.4,27.6
678,156.1,33.05,45.7,48.7,34.85,29.45
679,153.3,30.35,42.95,47.35,33.95,24.75
680,168.7,31.9,44.45,51.1,34.2,25.4
681,158.7,34.45,49.1,49.45,37.6,30.05
682,157.3,32.25,46.15,49.75,33.7,27.45
683,159.2,32.6,43.75,48.55,37.65,26.2
684,158.1,33.2,41.9,49.15,32.35,24.75
685,156.5,33.75,46.55,48.45,36.65,29.0
686,166.0,33.9,50.45,52.3,40.3,31.35
687,163.9,34.9,46.2,50.45,35.9,27.8
688,165.9,34.5,46.35,51.5,34.35,26.5
689,170.6,35.05,47.0,54.8,34.6,27.3
690,154.2,35.5,48.45,48.65,38.95,30.0
691,154.7,33.25,46.7,47.6,36.1,26.3
692,166.0,32.9,45.3,51.8,33.75,24.95
693,159.9,33.55,47.15,50.1,35.85,27.7
694,165.3,32.65,47.0,51.1,35.1,27.25
695,160.8,35.45,49.9,49.75,41.0,31.6
696,158.9,32.8,45.65,49.7,33.7,26.25
697,151.4,32.0,44.2,46.05,32.45,26.45
698,158.2,31.85,43.2,49.3,33.45,24.55
700,163.0,35.3,49.0,50.25,40.8,28.55
702,166.5,32.55,42.9,51.4,31.5,25.1
703,161.5,33.7,50.95,50.2,35.8,29.95
704,163.6,33.2,47.6,50.6,40.15,28.1
705,159.4,32.4,44.8,48.9,33.45,25.85
706,162.4,32.25,44.95,51.95,33.2,25.8
707,169.1,34.35,46.7,50.95,35.0,27.65
708,163.1,32.35,45.7,48.7,31.55,26.45
709,159.9,34.4,49.75,47.85,40.2,29.3
711,159.3,30.65,41.55,46.9,32.35,24.4
712,154.4,33.9,44.25,46.15,36.3,26.0
713,156.8,34.95,50.3,47.15,42.3,29.25
714,163.4,33.15,42.7,50.6,30.95,24.6
715,158.0,33.4,47.5,48.45,38.45,29.0
716,159.0,33.0,44.75,49.7,34.9,26.5
717,161.2,30.15,44.85,48.85,31.2,24.95
718,166.3,34.25,46.75,50.75,35.8,27.55
719,155.3,32.25,44.55,48.0,33.5,25.7
720,161.8,35.5,51.05,49.65,39.65,32.65
721,158.5,34.3,44.45,48.95,32.55,25.5
722,169.7,34.65,48.25,52.25,42.7,28.15
723,157.7,34.85,49.35,47.15,40.45,31.95
724,169.2,36.8,49.35,50.35,41.25,29.9
725,167.0,32.3,44.0,51.65,33.2,25.7
726,168.4,34.9,46.95,52.95,34.7,27.65
727,156.1,30.5,41.75,46.55,31.4,25.75
728,159.7,36.25,48.2,49.35,33.2,29.1
729,160.2,34.4,47.0,48.45,36.9,28.65
730,163.4,33.4,46.1,49.4,34.05,27.6
731,163.5,32.75,46.0,50.9,35.5,26.6
732,157.4,34.7,50.15,48.6,38.5,29.45
734,159.9,33.6,46.0,50.15,33.05,27.85
735,163.0,33.5,48.15,49.9,35.9,28.55
736,161.1,33.5,47.0,50.0,32.45,25.95
737,164.2,35.0,47.5,49.85,33.0,28.7
738,158.4,34.25,46.05,48.85,35.7,28.3
739,157.1,32.3,44.2,47.35,37.65,26.4
740,162.2,37.3,50.0,50.2,38.25,29.7
742,160.1,37.3,47.5,49.0,38.25,28.45
743,160.2,33.15,46.25,49.1,34.05,28.3
744,160.0,32.9,44.55,49.4,34.3,26.75
745,157.5,32.6,43.3,47.85,34.15,25.25
746,169.1,33.35,43.5,51.9,33.35,24.75
747,156.3,35.35,48.5,49.05,40.0,28.8
748,169.6,35.8,49.6,52.5,38.3,31.25
749,155.1,31.6,43.05,47.0,32.45,27.15
750,154.8,31.7,44.1,47.05,33.95,25.75
751,161.9,37.15,51.2,49.7,43.6,30.15
752,163.1,35.1,48.15,50.5,39.5,28.8
753,157.4,37.75,50.7,50.1,37.8,30.05
754,153.6,32.8,45.4,46.45,34.5,26.5
755,162.5,36.25,50.8,49.9,39.8,31.05
757,161.1,32.25,43.3,49.3,30.85,26.1
758,156.5,36.0,49.05,49.2,43.0,30.1
759,160.1,33.9,48.4,50.0,36.75,28.75
761,161.2,32.65,45.6,48.5,38.0,28.7
762,156.0,32.6,43.9,46.6,33.95,27.45
763,163.6,31.25,45.15,50.85,31.95,26.65
764,165.5,32.75,43.95,50.25,35.65,25.6
765,164.7,31.5,43.45,51.0,33.0,24.95
766,158.6,32.4,46.55,48.65,36.95,27.9
767,150.9,33.95,45.75,46.5,38.95,27.55
768,156.1,31.45,43.25,48.3,34.95,25.25
769,154.1,33.3,47.0,48.45,41.0,26.55
771,153.4,31.6,43.6,46.35,37.25,25.6
773,163.5,31.8,44.85,50.25,33.5,25.45
775,153.0,32.0,43.95,46.6,36.2,26.2
776,159.1,35.1,48.95,49.1,39.45,28.6
777,164.7,34.7,49.4,50.75,45.55,29.75
778,156.7,31.9,44.5,47.9,35.65,27.0
779,166.6,35.5,47.15,51.65,36.4,28.95
780,159.3,37.0,48.25,50.25,35.05,29.6
781,163.3,33.9,47.2,51.25,38.0,28.05
782,156.9,33.4,46.15,47.25,34.85,27.35
783,158.3,32.05,45.0,48.75,36.6,26.45
784,166.8,32.6,46.25,52.0,32.9,26.65
785,163.5,36.2,44.75,50.75,35.3,27.15
786,158.6,33.1,49.2,49.95,38.9,29.95
787,153.7,32.3,44.75,46.2,31.65,25.7
788,153.9,37.25,53.15,47.95,47.75,33.4
790,152.1,32.4,46.6,47.15,37.9,27.9
792,158.4,33.4,46.45,48.9,34.8,27.85
793,163.1,35.3,48.55,48.65,37.25,27.55
794,172.6,31.75,45.65,53.0,33.75,26.25
795,157.4,36.25,50.0,48.0,40.75,31.4
796,153.4,32.3,46.25,46.85,36.0,28.6
797,168.8,32.25,45.8,51.8,37.9,28.6
798,167.2,34.6,49.85,51.65,42.15,30.7
799,161.0,32.8,46.3,50.25,32.5,27.35
800,167.2,33.9,47.9,52.5,37.05,28.25
801,158.3,34.15,48.0,50.25,39.4,28.55
802,164.4,34.05,47.3,51.25,36.35,29.05
803,163.5,31.85,44.0,50.5,32.75,24.25
804,162.0,36.25,52.0,49.7,40.2,32.05
805,163.9,36.45,49.4,49.85,40.45,30.0
806,162.4,33.45,42.55,50.5,32.65,24.75
807,158.7,34.0,49.35,49.4,42.5,29.45
808,167.9,32.85,43.0,52.15,31.55,26.15
809,166.1,31.7,46.45,52.15,36.1,26.65
810,160.8,33.95,47.4,49.9,38.15,28.8
811,160.5,33.7,48.05,49.5,36.6,29.05
813,161.3,31.65,44.25,49.55,35.95,25.8
814,163.1,32.25,46.9,51.5,34.8,26.6
815,161.8,30.75,46.75,49.45,34.6,27.05
816,160.4,31.45,46.6,48.7,34.6,26.95
817,166.5,33.55,48.05,51.5,36.2,29.95
818,161.0,31.2,44.15,48.9,33.25,27.1
819,158.5,31.1,44.9,48.35,33.85,27.3
820,149.7,37.2,53.65,46.25,46.9,33.9
821,163.3,30.7,44.65,50.6,35.15,26.95
822,161.9,31.6,47.0,49.65,36.6,29.7
823,155.6,32.7,45.25,48.75,37.4,28.1
824,157.8,34.7,49.0,48.65,40.45,29.55
825,162.5,31.25,44.85,50.0,33.0,27.35
826,160.6,30.5,45.1,49.5,33.9,26.55
827,166.8,32.3,50.35,51.25,38.35,29.45
828,163.5,32.85,44.55,50.25,35.65,26.55
829,162.3,31.35,44.55,50.25,33.0,24.8
830,165.3,35.1,48.3,52.15,35.8,30.05
831,156.0,32.4,46.0,48.85,37.2,26.05
833,169.0,33.1,45.4,53.05,36.75,25.7
834,157.4,30.8,42.2,48.0,34.95,24.85
835,160.0,35.7,47.35,50.35,35.65,30.45
836,151.2,30.65,41.45,46.6,31.95,24.85
837,161.2,34.45,49.4,50.65,41.75,30.05
838,159.0,30.45,41.85,49.15,31.25,23.75
839,155.7,30.75,41.95,47.55,32.4,23.8
840,163.5,30.95,43.8,51.55,34.9,25.6
841,167.8,34.35,49.6,51.9,37.25,29.05
842,159.0,31.4,46.25,48.9,37.0,27.65
843,161.8,32.9,46.3,50.25,39.2,28.6
844,161.6,34.9,50.4,50.7,40.9,30.55
845,151.9,33.9,46.65,46.2,42.7,30.05
846,162.3,35.4,48.55,51.15,38.5,28.85
847,162.6,33.0,45.4,50.8,35.75,27.65
848,171.6,34.15,47.7,53.0,39.4,28.6
849,164.4,31.45,44.0,49.6,35.2,26.6
850,157.1,28.7,41.4,48.25,31.4,24.65
851,161.8,35.05,47.45,49.3,38.9,29.1
852,161.5,31.85,44.15,48.9,35.7,27.05
853,162.1,31.6,45.4,49.05,35.9,27.75
854,159.6,33.55,47.45,48.35,38.5,26.85
855,153.3,31.0,46.05,45.9,47.7,25.2
856,156.4,29.25,44.25,46.85,34.25,24.9
857,155.8,29.6,47.55,45.3,42.55,27.1
858,152.4,33.4,46.1,44.95,46.6,28.25
859,164.4,33.5,48.1,50.4,42.85,27.05
860,158.6,32.5,47.45,47.8,44.1,27.55
861,160.5,31.3,45.85,49.0,41.15,25.6
862,158.0,32.3,45.6,48.0,39.1,26.95
863,161.7,31.8,46.1,49.55,37.45,27.0
864,153.2,32.7,46.3,45.2,42.25,26.25
865,150.0,31.0,44.35,44.3,42.7,25.3
866,155.1,31.1,48.85,45.75,44.35,27.95
867,158.4,31.75,45.65,46.9,37.4,25.65
868,164.7,32.85,47.25,49.4,37.85,27.0
869,158.2,32.15,45.9,47.5,36.9,27.45
870,153.0,31.95,47.4,45.0,39.7,30.25
871,162.7,36.35,50.65,49.5,44.25,32.3
872,157.3,31.1,47.25,46.85,42.95,28.6
873,154.0,33.7,48.65,46.95,36.2,29.95
874,163.0,31.5,46.6,49.35,36.6,28.1
875,156.3,32.0,47.0,48.15,39.7,30.3
876,155.0,34.2,48.5,47.1,39.2,28.55
877,154.2,30.05,45.35,47.9,37.05,28.45
881,150.0,30.85,43.45,44.95,35.65,27.4
883,162.3,32.75,47.95,49.9,38.55,30.2
884,161.7,32.3,44.65,49.6,36.6,25.75
885,157.5,31.7,43.7,49.15,36.4,26.25
886,158.0,34.1,49.8,49.4,43.8,31.75
887,157.0,34.1,49.2,47.75,45.95,30.55
888,152.8,32.05,45.45,46.4,34.45,27.4
889,153.3,33.5,48.0,44.6,43.6,29.7
891,160.2,32.5,46.75,47.5,42.45,28.2
892,156.2,32.5,46.4,46.1,42.1,28.9
893,153.8,34.5,47.35,45.25,40.6,29.1
894,161.2,33.8,45.75,48.95,38.35,27.2
895,157.1,34.25,49.2,47.75,39.25,31.15
896,164.2,35.6,49.5,51.15,41.7,29.1
897,158.8,37.65,53.0,49.0,47.2,33.95
898,162.5,33.05,46.9,49.25,37.0,27.7
899,158.3,36.35,48.95,48.85,40.1,29.7
900,156.8,31.9,44.0,46.5,39.9,25.95
901,161.7,32.75,46.25,49.2,35.4,28.1
902,160.0,33.25,44.85,48.4,34.95,28.35
903,153.5,32.7,46.65,45.8,40.9,28.85
904,162.0,33.6,44.45,48.25,37.9,29.05
905,160.0,31.65,44.05,49.25,42.6,26.25
906,161.6,34.7,45.65,49.1,35.25,27.15
907,155.0,34.5,47.05,46.8,40.75,28.6
908,156.3,32.65,45.0,47.65,35.5,26.9
909,156.0,33.75,46.85,47.25,46.35,30.55
910,160.5,32.75,48.4,48.75,40.0,30.95
911,152.8,30.7,42.1,44.55,37.1,26.1
912,165.8,34.45,49.3,51.0,41.95,29.0
913,147.4,30.2,44.2,43.8,38.25,27.0
914,155.3,34.3,48.05,48.15,39.55,30.15
915,151.5,29.75,41.65,44.5,36.1,25.25
916,164.4,34.2,47.2,49.65,35.95,29.0
917,155.0,32.2,46.4,45.9,42.05,27.3
918,158.5,33.0,46.85,48.0,33.95,28.7
919,154.8,32.45,48.35,46.0,45.75,30.7
920,157.2,33.0,47.85,48.15,43.25,29.95
921,153.5,32.3,45.85,44.6,41.6,28.95
922,157.2,34.0,51.45,47.15,42.65,33.6
923,159.3,35.5,50.4,47.25,45.75,31.95
924,161.4,31.75,46.75,49.3,41.8,26.85
925,147.8,29.15,42.4,44.8,37.8,23.65
926,152.5,31.25,46.0,46.85,38.75,26.4
927,160.2,35.8,52.9,49.05,43.35,31.7
928,163.0,34.8,47.95,50.35,38.25,27.55
929,162.0,34.75,47.95,50.8,41.45,28.65
930,164.0,37.0,50.45,50.5,44.35,30.3
931,159.0,37.15,54.5,49.05,42.9,31.95
932,152.5,31.75,49.0,46.75,43.15,28.45
933,157.6,34.4,46.95,47.1,42.25,26.7
934,156.7,33.55,47.3,47.75,44.75,28.55
935,155.3,30.25,45.0,46.6,38.3,26.7
936,151.7,33.2,49.1,45.9,42.15,28.5
937,171.7,32.05,47.7,53.4,36.1,27.1
938,166.6,33.65,46.75,51.9,36.25,25.8
939,159.0,32.7,47.35,48.5,40.4,27.05
940,152.5,30.45,44.85,45.0,40.65,25.65
941,155.7,32.45,45.95,47.05,34.0,24.85
942,156.5,30.95,43.7,48.0,37.2,25.4
943,166.8,34.1,48.4,51.4,39.7,29.0
944,159.0,34.45,46.9,48.35,42.25,28.1
945,165.1,33.5,47.3,51.25,39.35,27.65
946,156.0,30.95,46.65,48.15,38.1,28.0
947,154.6,32.65,46.95,46.4,38.45,27.0
948,155.0,33.35,46.0,46.75,40.6,27.8
949,155.7,34.85,48.2,48.25,45.0,28.25
950,161.0,35.0,47.75,49.1,40.25,26.75
951,158.5,32.35,46.6,49.1,36.35,27.8
952,151.2,32.15,44.65,44.85,39.75,25.05
953,169.5,35.2,49.7,52.1,40.25,28.45
954,160.5,33.7,47.95,47.6,50.3,28.1
955,154.5,35.15,51.85,46.4,47.3,31.4
956,149.5,29.35,43.0,43.8,36.35,24.85
957,158.0,32.1,44.85,48.75,38.0,25.2
958,158.0,33.6,46.35,49.0,44.25,27.45
959,165.5,32.75,48.85,51.6,38.05,28.9
960,161.2,32.3,46.4,48.7,36.5,26.85
962,166.0,34.9,50.1,51.35,43.85,29.55
963,169.5,32.5,47.4,53.5,37.05,25.45
964,155.5,32.65,43.65,47.4,32.25,24.45
965,156.8,32.6,43.2,48.15,35.0,24.55
966,153.0,31.95,47.4,46.85,39.5,27.85
967,156.5,35.6,48.75,48.9,45.45,29.05
968,151.0,30.45,41.5,46.65,35.4,24.1
970,162.7,34.2,44.95,50.05,42.75,25.6
971,162.8,34.55,46.55,49.9,39.45,25.85
972,158.6,33.15,45.7,49.8,39.65,28.4
973,153.0,33.85,47.6,46.4,43.2,28.9
974,160.5,37.75,50.35,50.3,43.15,28.35
975,151.6,33.8,47.25,45.55,38.5,28.85
977,168.7,32.2,44.9,50.75,34.65,25.15
978,163.3,32.8,45.45,50.8,39.7,26.5
979,160.0,34.5,49.7,48.2,48.5,31.5
980,161.5,36.15,49.5,49.8,41.9,29.5
981,152.5,32.45,46.35,46.25,39.35,28.0
982,155.0,31.8,46.0,46.6,37.9,28.25
983,152.8,33.25,46.0,47.45,36.5,29.8
984,159.0,34.0,45.95,48.5,40.25,26.1
985,160.0,34.3,46.3,48.75,38.7,29.45
986,161.8,35.65,49.2,49.05,44.5,30.05
988,161.0,35.25,50.25,49.6,46.15,29.25
989,150.0,31.3,42.5,45.35,34.9,25.0
990,159.2,35.0,50.45,49.7,39.85,30.35
991,160.2,34.0,47.45,49.7,41.75,29.1
992,157.3,31.8,43.4,47.1,42.85,26.6
993,160.2,36.05,50.25,49.0,47.5,31.55
995,163.6,35.05,47.4,51.05,34.75,30.75
996,158.5,35.15,49.3,48.75,37.8,32.15
997,156.5,36.5,51.5,48.5,47.0,30.95
998,156.4,33.35,47.25,47.3,42.8,29.25
999,166.5,32.3,46.55,51.75,37.15,26.5
1000,159.0,31.75,41.9,47.7,34.8,25.0
1001,157.6,31.35,46.15,48.1,41.9,28.6
1002,156.0,32.0,42.75,48.05,37.6,24.55
1003,159.6,33.4,45.9,49.25,37.2,26.1
1004,159.0,33.25,47.65,49.1,40.05,29.45
1005,158.3,33.15,45.7,47.9,38.65,29.55
1006,157.0,33.55,47.6,48.65,39.6,30.15
1007,157.3,32.35,46.45,47.1,42.4,29.15
1009,164.0,32.8,45.6,50.6,35.25,25.85
1010,153.5,31.1,43.85,45.6,37.75,27.8
1011,160.3,33.15,46.4,49.35,35.4,27.5
1012,166.8,35.6,51.55,50.9,43.4,33.0
1013,159.5,33.35,48.1,48.65,40.0,29.2
1014,156.0,33.5,45.6,48.8,39.65,28.7
1015,153.2,35.65,47.0,47.55,45.4,27.3
1016,160.1,34.05,50.9,50.0,47.5,30.9
1017,157.2,35.95,48.15,47.25,39.2,29.25
1018,164.4,31.7,41.8,50.15,33.4,23.45
1019,155.0,33.5,45.6,47.1,42.85,24.55
1020,159.5,32.9,46.25,49.6,43.15,27.0
1021,158.8,30.9,42.75,48.55,31.95,24.8
1023,153.5,33.2,48.35,46.9,41.75,29.25
1024,164.0,36.95,49.4,52.35,38.7,26.55
1025,162.0,35.65,47.2,49.35,41.95,26.6
1026,154.6,32.35,43.35,48.3,34.85,24.85
1027,156.8,34.5,46.35,47.75,39.25,26.75
1028,155.5,33.1,44.25,46.5,35.9,26.1
1029,158.5,33.2,46.45,47.7,42.8,26.55
1030,163.1,36.3,48.15,50.7,43.75,28.1
1031,154.0,29.7,43.95,47.25,31.35,24.4
1032,161.3,33.75,46.2,48.75,35.35,26.8
1033,165.7,32.8,43.6,51.0,34.1,24.15
1034,158.4,30.95,44.15,47.2,35.25,24.8
1035,157.0,32.85,49.9,49.0,45.95,29.25
1036,163.8,34.55,47.8,49.25,39.55,28.05
1037,159.5,33.8,47.7,48.6,40.1,27.95
1038,165.0,35.25,49.25,50.75,37.85,28.6
1039,166.8,36.0,47.75,49.25,37.9,27.55
1040,154.2,35.25,53.5,47.2,50.1,31.5
1041,160.0,33.5,43.65,49.6,36.0,24.5
1042,165.9,32.55,42.95,51.3,32.25,25.55
1043,157.2,35.15,50.55,46.8,43.3,29.7
1044,173.8,35.3,47.4,54.5,37.6,28.0
1045,157.5,33.25,44.15,48.85,38.3,25.3
1046,160.4,36.05,48.5,49.75,39.8,29.85
1047,161.4,33.25,46.5,51.7,37.65,28.05
1048,156.7,34.25,47.35,46.4,38.1,28.85
1050,163.5,34.2,47.0,49.7,34.55,26.95
1051,167.8,33.4,46.65,51.95,38.0,27.85
1052,157.0,33.75,47.5,48.2,39.7,29.85
1053,156.4,30.75,43.55,47.4,36.85,25.8
1054,160.3,33.15,43.65,48.35,39.75,24.95
1055,156.2,33.85,44.5,47.8,37.8,28.75
1056,153.4,33.05,46.25,45.6,39.45,28.55
1057,160.5,35.35,47.7,50.1,45.4,30.75
1058,161.7,33.75,49.65,49.0,37.2,31.0
1059,156.9,33.3,48.35,46.55,43.5,30.25
1060,150.6,32.15,46.7,44.45,41.15,29.0
1061,156.0,31.1,46.35,46.25,46.35,28.6
1062,160.2,34.15,48.5,49.4,40.5,29.95
1063,157.5,32.5,45.7,48.2,34.25,29.0
1064,151.2,36.1,47.7,47.25,46.75,29.15
1065,145.2,32.25,44.7,43.9,42.2,27.55
1066,157.5,36.15,51.8,48.4,50.5,33.5
1067,152.0,34.25,47.85,44.85,41.3,31.15
1068,170.1,37.7,51.35,51.1,49.8,32.3
1069,160.3,31.85,43.5,48.55,33.25,27.2
1071,155.0,30.9,43.2,46.4,38.75,25.1
1072,153.5,35.75,48.5,46.65,42.1,30.15
1073,164.0,37.3,49.05,50.85,43.15,30.25
1074,162.3,32.8,45.2,51.5,32.7,27.0
1075,156.0,35.4,49.2,48.2,37.55,30.45
1076,157.2,33.25,45.4,48.5,39.2,27.45
1077,164.2,33.85,46.25,50.5,37.7,28.7
1078,156.8,32.1,45.45,48.45,34.0,29.0
1079,145.7,34.05,47.0,43.25,40.25,27.9
1080,154.4,33.75,45.75,47.75,40.7,26.85
1081,158.8,32.75,46.0,48.6,40.25,27.85
1082,161.0,35.55,49.35,49.0,44.25,31.05
1083,156.7,33.15,45.3,48.85,38.2,26.45
1084,158.4,34.15,47.85,48.05,40.5,29.45
1085,167.5,33.5,47.5,51.55,36.75,27.65
1086,156.0,32.85,44.75,49.4,34.85,26.9
1087,161.7,34.45,46.6,50.15,34.4,28.3
1088,155.8,34.55,50.65,47.55,42.3,33.2
1089,152.5,34.6,47.65,46.7,44.25,30.0
1090,154.4,34.1,47.7,48.0,36.65,29.6
1091,165.5,34.15,46.5,50.8,40.5,28.9
1092,147.4,33.7,44.5,45.25,39.85,28.15
1093,157.0,33.1,49.15,47.4,42.25,29.4
1094,154.0,33.5,46.5,47.4,39.15,27.9
1095,158.1,31.3,46.5,47.5,40.95,27.35
1096,163.5,36.2,51.05,49.65,44.9,31.0
1097,161.3,33.3,45.4,50.0,37.0,26.2
1099,159.6,32.95,44.05,48.5,35.25,24.75
1100,161.5,32.8,46.5,50.1,36.75,26.95
1101,166.5,33.9,47.0,51.2,38.5,26.3
1102,170.0,32.5,45.3,52.3,33.45,25.6
1103,160.8,32.95,46.4,50.5,35.05,27.2
1104,159.4,34.25,47.0,49.7,41.0,27.25
1105,154.0,34.05,45.6,48.4,41.35,26.0
1106,146.0,33.15,47.65,44.1,39.7,26.65
1107,152.7,32.9,45.4,46.5,37.1,25.5
1108,152.3,30.75,43.3,46.4,31.15,25.15
1110,163.0,33.6,46.1,50.0,36.8,27.35
1111,152.3,35.3,48.6,45.15,49.35,28.9
1112,158.3,34.9,48.5,48.7,45.15,27.15
1113,164.7,34.8,49.75,50.5,43.45,29.1
1114,158.0,37.25,53.1,48.65,45.5,31.75
1115,154.3,33.25,44.75,47.1,38.65,25.9
1116,157.8,32.75,45.0,48.55,37.85,25.75
1117,159.3,31.25,42.4,48.55,30.9,23.35
1118,158.5,33.05,46.35,49.0,40.8,26.05
1119,165.6,34.7,48.85,50.2,35.95,28.5
1120,159.3,33.9,46.6,50.1,36.75,26.8
1121,167.8,35.95,48.6,50.55,39.7,28.25
1122,161.2,36.95,47.95,49.3,41.15,27.15
1123,154.8,34.75,46.45,48.25,33.5,26.55
1124,163.0,34.15,49.05,49.6,38.65,28.85
1125,152.0,34.7,46.7,46.1,50.35,28.7
1126,157.3,32.15,44.5,49.15,35.25,26.0
1127,155.2,32.6,47.7,47.0,37.0,26.5
1128,153.5,32.75,46.25,46.65,36.9,27.3
1129,157.5,32.2,45.15,47.4,38.3,25.15
1131,156.0,35.6,50.1,47.1,44.3,30.2
1132,151.1,32.5,48.75,46.75,42.85,27.2
1133,163.1,35.45,47.05,50.25,36.0,26.8
1134,151.2,33.05,46.5,45.05,42.75,27.0
1135,154.8,31.5,45.65,47.6,39.1,26.55
1136,161.6,34.65,47.55,50.7,39.75,28.7
1137,159.5,31.9,47.7,49.6,42.15,27.05
1139,154.7,33.8,49.15,48.6,41.05,30.0
1140,153.5,32.0,46.75,46.25,39.5,29.4
1141,152.7,32.6,47.05,47.35,41.95,28.8
1142,161.0,31.5,43.1,49.1,38.9,24.25
1143,154.2,32.45,45.35,47.65,42.5,25.55
1144,163.9,34.1,45.8,51.9,35.4,26.5
1145,163.1,33.15,44.4,50.65,34.75,25.65
1146,161.7,35.25,50.65,49.9,46.4,31.65
1147,164.4,33.0,45.7,49.75,35.25,26.9
